barcode_fieldsample;CORRECTED_barcode_fieldsample;type_sample;latitude;longitude;habitattype;sampling_date;hab_code;hab_name
MFD06542;MFD06542;soil;57.0261036;8.47225483;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06543;MFD06543;soil;56.4815802;9.828703745;natural_soil;2022-03-23T00:00:00Z;9100;Skov
MFD06544;MFD06544;soil;56.27279937;8.47158668;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06545;MFD06545;soil;56.28684381;8.44556628;natural_soil;2022-04-04T00:00:00Z;4010;Våd hede
MFD06546;MFD06546;soil;56.48341903;9.83262177;natural_soil;2022-03-23T00:00:00Z;6400;Fersk eng
MFD06547;MFD06547;soil;56.27784472;8.43770785;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06548;MFD06548;soil;57.02815354;8.46433379;natural_soil;2022-04-29T00:00:00Z;3130;Søbred med småurter
MFD06549;MFD06549;soil;56.27265954;8.46506989;natural_soil;2022-04-04T00:00:00Z;9100;Skov
MFD06550;MFD06550;soil;56.22696213;10.56551976;natural_soil;15-07-2021;6230;Surt overdrev
MFD06551;MFD06551;soil;56.28191778;8.43953478;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06552;MFD06552;soil;56.28429859;8.46394402;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06553;MFD06553;soil;56.48987832;9.85171714;natural_soil;2022-03-23T00:00:00Z;6410;Tidvis våd eng
MFD06554;MFD06554;soil;56.28804269;8.43950125;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06555;MFD06555;soil;56.48215776;9.82496517;natural_soil;2022-03-23T00:00:00Z;7230;Rigkær
MFD06556;MFD06556;soil;56.26783896;8.47962747;natural_soil;2022-04-04T00:00:00Z;7230;Rigkær
MFD06557;MFD06557;soil;56.47795459;9.84031274;natural_soil;2022-03-23T00:00:00Z;9160;Ege-blandskov
MFD06558;MFD06558;soil;56.48308411;9.82460671;natural_soil;2022-03-23T00:00:00Z;7230;Rigkær
MFD06559;MFD06559;soil;56.28528834;8.42897015;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06560;MFD06560;soil;56.48385451;9.82956436;natural_soil;2022-03-23T00:00:00Z;6400;Eng
MFD06561;MFD06561;soil;56.47028573;9.84813413;natural_soil;2022-03-25T00:00:00Z;6400;Eng
MFD06562;MFD06562;soil;57.03005489;8.47641;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06563;MFD06563;soil;56.48202944;9.81772595;natural_soil;2022-03-25T00:00:00Z;6400;Eng
MFD06564;MFD06564;soil;56.2698132;8.47265081;natural_soil;2022-04-04T00:00:00Z;4010;Våd hede
MFD06565;MFD06565;Soil;56.20680968;10.1175086;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06566;MFD06566;Soil;56.20664815;10.11711239;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06567;MFD06567;soil;56.22807952;10.57854159;natural_soil;14-07-2021;6230;Surt overdrev
MFD06568;MFD06568;soil;56.47811509;9.810754975;natural_soil;2022-03-25T00:00:00Z;9120;Bøg på mor med kristtorn
MFD06569;MFD06569;soil;56.46957527;9.84165865;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06570;MFD06570;soil;57.0328026;8.47264269;natural_soil;2022-04-29T00:00:00Z;2130;Grå/grøn klit
MFD06571;MFD06571;soil;57.03208574;8.47706894;natural_soil;2022-04-29T00:00:00Z;2130;Grå/grøn klit
MFD06572;MFD06572;soil;56.47942652;9.82405876;natural_soil;2022-03-23T00:00:00Z;9110;Bøg på mor
MFD06573;MFD06573;soil;56.2859938;8.45506143;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06574;MFD06574;Soil;56.10463781;9.71772235;natural_soil;18-01-2022;7000;Mose og Kær
MFD06575;MFD06575;soil;56.27202763;8.47314154;natural_soil;2022-04-04T00:00:00Z;9190;Stilkege-krat
MFD06576;MFD06576;soil;56.48276534;9.82066576;natural_soil;2022-03-25T00:00:00Z;6400;Eng
MFD06577;MFD06577;soil;56.22804568;10.5631664;natural_soil;15-07-2021;6230;Surt overdrev
MFD06578;MFD06578;soil;56.22795907;10.57858623;natural_soil;14-07-2021;6230;Surt overdrev
MFD06579;MFD06579;soil;57.02822159;8.46346774;natural_soil;2022-04-29T00:00:00Z;3130;Søbred med småurter
MFD06582;MFD06582;soil;56.47560225;9.815371835;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06583;MFD06583;soil;56.22860263;10.56634863;natural_soil;15-07-2021;6230;Surt overdrev
MFD06584;MFD06584;soil;56.22807707;10.5629607;natural_soil;15-07-2021;6230;Surt overdrev
MFD06585;MFD06585;soil;56.2320559;10.57459556;natural_soil;16-07-2021;6230;Surt overdrev
MFD06586;MFD06586;soil;56.2651896;8.47900863;natural_soil;2022-04-04T00:00:00Z;4010;Våd hede
MFD06587;MFD06587;soil;56.2279346;10.56265661;natural_soil;15-07-2021;6230;Surt overdrev
MFD06588;MFD06588;soil;56.23200084;10.57446996;natural_soil;16-07-2021;6230;Surt overdrev
MFD06589;MFD06589;soil;56.48424744;9.84019884;natural_soil;2022-03-23T00:00:00Z;9160;Ege-blandskov
MFD06590;MFD06590;soil;56.27360234;8.47637836;natural_soil;2022-04-04T00:00:00Z;6400;Eng
MFD06591;MFD06591;soil;57.02176658;8.47164831;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06592;MFD06592;Soil;56.10261844;9.72061797;natural_soil;18-01-2022;2;ikke habitatnatur
MFD06593;MFD06593;Soil;56.10327332;9.71887031;natural_soil;18-01-2022;7000;Mose og Kær
MFD06594;MFD06594;Soil;56.10305084;9.72048234;natural_soil;18-01-2022;2;ikke habitatnatur
MFD06595;MFD06595;soil;56.22812342;10.56343905;natural_soil;15-07-2021;6230;Surt overdrev
MFD06596;MFD06596;soil;56.48569741;9.83938874;natural_soil;2022-03-23T00:00:00Z;6400;Eng
MFD06597;MFD06597;Soil;56.11524121;9.706162965;natural_soil;18-01-2022;9100;Skov
MFD06598;MFD06598;soil;56.22847264;10.56656501;natural_soil;15-07-2021;6230;Surt overdrev
MFD06599;MFD06599;soil;56.22662319;10.5897886;natural_soil;22-07-2021;6410;Tidvis våd eng
MFD06600;MFD06600;soil;57.02653118;8.47162379;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06601;MFD06601;Soil;56.10598518;9.71327416;natural_soil;18-01-2022;9100;Skov
MFD06602;MFD06602;soil;56.23148256;10.57162633;natural_soil;16-07-2021;6230;Surt overdrev
MFD06603;MFD06603;soil;56.22872043;10.56835599;natural_soil;16-07-2021;6230;Surt overdrev
MFD06604;MFD06604;soil;56.22560532;10.59174147;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06605;MFD06605;soil;57.0236924;8.46894162;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06606;MFD06606;soil;56.22823363;10.5919251;natural_soil;19-07-2021;6200;Overdrev
MFD06607;MFD06607;soil;56.22563775;10.59160199;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06608;MFD06608;Soil;56.1022403;9.71963528;natural_soil;18-01-2022;2;ikke habitatnatur
MFD06610;MFD06610;soil;56.48718809;9.85201428;natural_soil;2022-03-25T00:00:00Z;6410;Tidvis våd eng
MFD06611;MFD06611;Soil;56.11014549;9.7180839;natural_soil;18-01-2022;9100;Skov
MFD06612;MFD06612;Soil;56.10713561;9.71653427;natural_soil;18-01-2022;6400;Eng
MFD06613;MFD06613;soil;56.22835107;10.57743646;natural_soil;14-07-2021;6230;Surt overdrev
MFD06614;MFD06614;soil;57.02796379;8.47164179;natural_soil;2022-04-29T00:00:00Z;9100;Skov
MFD06615;MFD06615;soil;56.29437593;8.43481055;natural_soil;2022-04-04T00:00:00Z;9100;Skov
MFD06616;MFD06616;Soil;56.20705308;10.11705953;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06617;MFD06617;soil;56.4676024;9.86011865;natural_soil;2022-03-25T00:00:00Z;9160;Ege-blandskov
MFD06618;MFD06618;Soil;56.20700018;10.10799106;natural_soil;2022-05-18T00:00:00Z;6400;Eng
MFD06619;MFD06619;soil;56.23058739;10.57484665;natural_soil;14-07-2021;9100;Skov
MFD06620;MFD06620;soil;56.47016839;9.84338785;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06621;MFD06621;soil;57.03041127;8.47632094;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06622;MFD06622;soil;56.22806727;10.57573052;natural_soil;13-07-2021;6230;Surt overdrev
MFD06623;MFD06623;soil;57.02770651;8.46263088;natural_soil;2022-04-29T00:00:00Z;3130;Søbred med småurter
MFD06624;MFD06624;soil;56.47907724;9.820440445;natural_soil;2022-03-23T00:00:00Z;9130;Bøg på muld
MFD06625;MFD06625;soil;57.02743487;8.463762625;natural_soil;2022-04-29T00:00:00Z;2130;Grå/grøn klit
MFD06626;MFD06626;soil;57.02515554;8.47618602;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06627;MFD06627;soil;56.46472206;9.841652265;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06628;MFD06628;soil;56.46404739;9.84406272;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06629;MFD06629;soil;56.46881103;9.852670035;natural_soil;2022-03-25T00:00:00Z;9130;Bøg på muld
MFD06630;MFD06630;soil;56.2291728;10.57990644;natural_soil;14-07-2021;4030;Tør hede
MFD06631;MFD06631;soil;57.02660478;8.475446505;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06632;MFD06632;soil;56.4820043;9.81578605;natural_soil;2022-03-25T00:00:00Z;6400;Eng
MFD06633;MFD06633;Soil;56.2084297;10.12138981;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06634;MFD06634;soil;56.2281413;10.58395213;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06635;MFD06635;soil;56.22711407;10.5890919;natural_soil;22-07-2021;6410;Tidvis våd eng
MFD06636;MFD06636;soil;56.2290448;10.58384719;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06637;MFD06637;soil;56.22622725;10.58922994;natural_soil;22-07-2021;6410;Tidvis våd eng
MFD06638;MFD06638;Soil;56.20751519;10.11975089;natural_soil;2022-05-04T00:00:00Z;6410;Tidvis våd eng
MFD06639;MFD06639;soil;56.22558999;10.5931323;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06640;MFD06640;soil;56.28109456;8.451989;natural_soil;2022-04-04T00:00:00Z;4010;Våd hede
MFD06641;MFD06641;soil;56.22854646;10.56840633;natural_soil;16-07-2021;6230;Surt overdrev
MFD06642;MFD06642;soil;56.22671869;10.58977586;natural_soil;22-07-2021;6410;Tidvis våd eng
MFD06643;MFD06643;soil;56.22918413;10.57976191;natural_soil;14-07-2021;4030;Tør hede
MFD06644;MFD06644;soil;56.229021;10.58412633;natural_soil;19-07-2021;9190;Stilkege-krat
MFD06645;MFD06645;Soil;56.0990635;9.72123514;natural_soil;18-01-2022;9100;Skov
MFD06646;MFD06646;Soil;56.09489781;9.7216531;natural_soil;18-01-2022;9100;Skov
MFD06647;MFD06647;soil;56.22807751;10.57600165;natural_soil;13-07-2021;6230;Surt overdrev
MFD06648;MFD06648;soil;56.22639617;10.5892072;natural_soil;22-07-2021;6410;Tidvis våd eng
MFD06649;MFD06649;soil;56.22709222;10.56565842;natural_soil;15-07-2021;6230;Surt overdrev
MFD06650;MFD06650;Soil;56.11040245;9.69892563;natural_soil;18-01-2022;9100;Skov
MFD06651;MFD06651;soil;57.0303829;8.47396666;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06652;MFD06652;soil;56.23048548;10.57245125;natural_soil;13-07-2021;6230;Surt overdrev
MFD06653;MFD06653;soil;56.22775768;10.57455931;natural_soil;13-07-2021;6230;Surt overdrev
MFD06654;MFD06654;soil;56.28423204;8.46691033;natural_soil;2022-04-04T00:00:00Z;7140;Hængesæk
MFD06655;MFD06655;soil;57.01589681;8.46883857;natural_soil;2022-01-27T00:00:00Z;2140;Klithede
MFD06656;MFD06656;soil;56.2647972;8.45987512;natural_soil;2022-04-04T00:00:00Z;9100;Skov
MFD06657;MFD06657;soil;56.22766362;10.57460189;natural_soil;13-07-2021;6230;Surt overdrev
MFD06658;MFD06658;soil;56.22851328;10.57772656;natural_soil;14-07-2021;6230;Surt overdrev
MFD06659;MFD06659;soil;56.23064176;10.57522016;natural_soil;14-07-2021;9100;Skov
MFD06660;MFD06660;soil;57.03000235;8.47706143;natural_soil;2022-04-29T00:00:00Z;2140;Klithede
MFD06661;MFD06661;soil;57.01814359;8.45258179;natural_soil;2022-04-29T00:00:00Z;2130;Grå/grøn klit
MFD06662;MFD06662;soil;56.28697994;8.45288705;natural_soil;2022-04-04T00:00:00Z;4030;Tør hede
MFD06663;MFD06663;soil;56.20008629;10.52051681;natural_soil;13-06-2022;6230;Surt overdrev
MFD06664;MFD06664;Soil;56.08338874;12.41138526;natural_soil;16-05-2022;9100;Skov
MFD06665;MFD06665;soil;55.293867;11.79785;natural_soil;14-07-2021;7110;Højmose
MFD06666;MFD06666;Soil;55.73651807;11.99261657;natural_soil;02-06-2022;6210;Kalkoverdrev
MFD06669;MFD06669;soil;55.151751;15.087802;natural_soil;10-07-2021;6410;Tidvis våd eng
MFD06671;MFD06671;Soil;55.83344303;12.48643097;natural_soil;30-05-2022;9110;Bøg på mor
MFD06672;MFD06672;Sediment;55.129549;14.940095;natural_soil;08-07-2021;7210;Avneknippemose
MFD06673;MFD06673;Soil;56.20801314;10.12139296;natural_soil;2022-05-04T00:00:00Z;6410;Tidvis våd eng
MFD06675;MFD06675;Soil;55.54565301;11.87627296;natural_soil;18-05-2022;91E0;Elle- og askeskov
MFD06677;MFD06677;soil;55.334662;11.20028;natural_soil;15-07-2021;6210;Kalkoverdrev
MFD06678;MFD06678;Soil;55.55848899;11.88594669;natural_soil;18-05-2022;6410;Tidvis våd eng
MFD06679;MFD06679;Soil;55.77816496;11.74553801;natural_soil;02-06-2022;9160;Ege-blandskov
MFD06680;MFD06680;soil;56.22479245;10.55326165;natural_soil;15-06-2022;6230;Surt overdrev
MFD06682;MFD06682;Soil;55.9161739;12.32095658;natural_soil;30-05-2022;9130;Bøg på muld
MFD06683;MFD06683;Soil;55.84896402;12.46813802;natural_soil;30-05-2022;9110;Bøg på mor
MFD06684;MFD06684;Soil;56.20717497;10.11719456;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06685;MFD06685;Soil;56.21052146;10.12149751;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06686;MFD06686;Soil;56.21059491;10.11998585;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06687;MFD06687;soil;55.62731;9.830133;natural_soil;17-07-2021;1230;Kystklint/klippe
MFD06688;MFD06688;Soil;56.20909853;10.12134588;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06689;MFD06689;Soil;56.20954011;10.12143175;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06690;MFD06690;Soil;56.08413197;12.40472992;natural_soil;16-05-2022;4030;Tør hede
MFD06691;MFD06691;Soil;55.81795989;11.90347502;natural_soil;17-05-2022;6230;Surt overdrev
MFD06692;MFD06692;Soil;55.70810863;11.84218783;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06693;MFD06693;soil;57.282641;10.961782;natural_soil;07-08-2021;4010;Våd hede
MFD06694;MFD06694;Soil;56.21038786;10.12451672;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06695;MFD06695;soil;55.334493;11.198928;natural_soil;15-07-2021;6210;Kalkoverdrev
MFD06696;MFD06696;Soil;55.70350964;11.84280895;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06697;MFD06697;Soil;55.95567376;11.86002564;natural_soil;07-06-2022;4030;Tør hede
MFD06698;MFD06698;Soil;55.81817548;11.90405064;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06699;MFD06699;Soil;55.55826969;11.88991166;natural_soil;18-05-2022;6410;Tidvis våd eng
MFD06701;MFD06701;soil;54.99964;12.528891;natural_soil;26-07-2021;9130;Bøg på muld
MFD06703;MFD06703;soil;54.962955;12.508983;natural_soil;27-07-2021;6210;Kalkoverdrev
MFD06706;MFD06706;soil;56.200348;10.52042682;natural_soil;13-06-2022;6230;Surt overdrev
MFD06708;MFD06708;soil;55.378357;11.562477;natural_soil;14-07-2021;9130;Bøg på muld
MFD06709;MFD06709;Soil;56.21019715;10.12313438;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06710;MFD06710;soil;54.989394;12.538185;natural_soil;26-07-2021;7220;Kildevæld
MFD06711;MFD06711;soil;55.061314;10.457805;natural_soil;20-07-2021;7220;Kildevæld
MFD06712;MFD06712;soil;55.131156;10.369476;natural_soil;20-07-2021;91D0;Skovbevokset tørvemose
MFD06714;MFD06714;soil;55.207112;9.988333;natural_soil;19-07-2021;2140;Klithede
MFD06715;MFD06715;Sediment;54.736392;10.724613;natural_soil;22-07-2021;7210;Avneknippemose
MFD06716;MFD06716;soil;54.912485;11.756356;natural_soil;24-07-2021;1330;Strandeng
MFD06720;MFD06720;Soil;55.91782212;12.24909928;natural_soil;30-05-2022;9160;Ege-blandskov
MFD06721;MFD06721;soil;55.046413;12.259519;natural_soil;25-07-2021;9160;Ege-blandskov
MFD06722;MFD06722;Soil;56.20658394;10.11754276;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06723;MFD06723;Soil;55.66554072;12.0373299;natural_soil;18-05-2022;9130;Bøg på muld
MFD06725;MFD06725;soil;55.040819;12.266194;natural_soil;25-07-2021;4030;Tør hede
MFD06726;MFD06726;Soil;55.73519998;12.00302151;natural_soil;02-06-2022;1330;Strandeng
MFD06727;MFD06727;Soil;56.20983575;10.12176065;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06728;MFD06728;Soil;56.20719257;10.11646632;natural_soil;2022-05-04T00:00:00Z;6410;Tidvis våd eng
MFD06729;MFD06729;soil;55.223608;14.879919;natural_soil;30-06-2021;91E0;Elle- og askeskov
MFD06730;MFD06730;soil;55.593441;12.548004;natural_soil;11-07-2021;1330;Strandeng
MFD06732;MFD06732;soil;55.14694;10.008084;natural_soil;19-07-2021;7230;Rigkær
MFD06734;MFD06734;Soil;56.20826383;10.12326489;natural_soil;2022-06-03T00:00:00Z;2;ikke habitatnatur
MFD06736;MFD06736;soil;55.224744;14.879761;natural_soil;30-06-2021;8220;Indlandsklippe
MFD06737;MFD06737;soil;54.736158;10.725353;natural_soil;22-07-2021;7210;Avneknippemose
MFD06738;MFD06738;soil;54.968568;12.44958;natural_soil;28-07-2021;7230;Rigkær
MFD06739;MFD06739;Soil;56.03707885;12.46743975;natural_soil;16-05-2022;9110;Bøg på mor
MFD06740;MFD06740;Soil;55.77178197;11.74788499;natural_soil;02-06-2022;91E0;Elle- og askeskov
MFD06741;MFD06741;Soil;55.7039091;11.84108681;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06742;MFD06742;soil;54.992122;12.534405;natural_soil;26-07-2021;9150;Bøg på kalk
MFD06743;MFD06743;soil;55.039189;12.267574;natural_soil;25-07-2021;4030;Tør hede
MFD06745;MFD06745;soil;55.000284;12.528419;natural_soil;26-07-2021;9150;Bøg på kalk
MFD06746;MFD06746;soil;55.391958;9.85426;natural_soil;18-07-2021;1330;Strandeng
MFD06747;MFD06747;soil;54.961374;12.509083;natural_soil;27-07-2021;6210;Kalkoverdrev
MFD06748;MFD06748;Soil;55.54858596;11.87851305;natural_soil;18-05-2022;9130;Bøg på muld
MFD06749;MFD06749;Soil;56.21066279;10.12045424;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06750;MFD06750;Soil;55.91968165;12.24661104;natural_soil;30-05-2022;9100;Skov
MFD06751;MFD06751;soil;55.366837;9.981656;natural_soil;19-07-2021;7220;Kildevæld
MFD06752;MFD06752;soil;54.759892;11.535621;natural_soil;24-07-2021;7230;Rigkær
MFD06753;MFD06753;soil;55.256325;12.397649;natural_soil;12-07-2021;1230;Kystklint/klippe
MFD06754;MFD06754;Soil;56.20881562;10.12543229;natural_soil;2022-05-04T00:00:00Z;2;ikke habitatnatur
MFD06755;MFD06755;soil;57.302838;10.973479;natural_soil;07-08-2021;6410;Tidvis våd eng
MFD06756;MFD06756;Sediment;57.279119;10.961762;natural_soil;07-08-2021;3110;Lobeliesø
MFD06757;MFD06757;Soil;55.817411;11.904682;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06758;MFD06758;soil;54.956443;12.541429;natural_soil;27-07-2021;9150;Bøg på kalk
MFD06759;MFD06759;Soil;55.54357397;11.44175466;natural_soil;18-05-2022;6230;Surt overdrev
MFD06760;MFD06760;Soil;56.2074685;10.11814907;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06764;MFD06764;soil;55.102237;10.500187;natural_soil;21-07-2021;6230;Surt overdrev
MFD06765;MFD06765;soil;55.17127792;14.88732417;natural_soil;09-07-2021;6410;Tidvis våd eng
MFD06767;MFD06767;soil;56.2213847;10.53645659;natural_soil;15-06-2022;6230;Surt overdrev
MFD06769;MFD06769;soil;55.389483;12.260703;natural_soil;13-07-2021;7230;Rigkær
MFD06770;MFD06770;soil;55.170236;14.88289;natural_soil;09-07-2021;6230;Surt overdrev
MFD06771;MFD06771;soil;57.301942;10.972939;natural_soil;07-08-2021;7230;Rigkær
MFD06772;MFD06772;Soil;55.83454925;12.08114347;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06774;MFD06774;soil;55.204544;9.988137;natural_soil;19-07-2021;2130;Grå/grøn klit
MFD06775;MFD06775;soil;55.052628;12.245163;natural_soil;25-07-2021;2130;Grå/grøn klit
MFD06776;MFD06776;Soil;55.70677352;11.84161322;natural_soil;17-05-2022;6210;Kalkoverdrev
MFD06777;MFD06777;soil;55.625373;9.837703;natural_soil;17-07-2021;1230;Kystklint/klippe
MFD06778;MFD06778;soil;54.965808;12.551956;natural_soil;25-07-2021;7220;Kildevæld
MFD06779;MFD06779;soil;55.130364;10.369249;natural_soil;20-07-2021;91D0;Skovbevokset tørvemose
MFD06780;MFD06780;soil;55.26042167;12.41341167;natural_soil;12-07-2021;1230;Kystklint/klippe
MFD06781;MFD06781;soil;55.59359;12.547531;natural_soil;11-07-2021;1330;Strandeng
MFD06785;MFD06785;soil;56.22379147;10.56565076;natural_soil;15-06-2022;2;ikke habitatnatur
MFD06789;MFD06789;soil;55.130828;10.368694;natural_soil;20-07-2021;7120;Nedbrudt højmose
MFD06790;MFD06790;soil;55.052865;12.245392;natural_soil;25-07-2021;2190;Klitlavning
MFD06791;MFD06791;Soil;55.65696314;12.0326615;natural_soil;18-05-2022;9100;Skov
MFD06792;MFD06792;Sediment;55.098956;15.00565;natural_soil;03-07-2021;7210;Avneknippemose
MFD06793;MFD06793;Soil;56.21055352;10.12044158;natural_soil;2022-05-04T00:00:00Z;7000;Mose og Kær
MFD06794;MFD06794;soil;55.615761;9.841167;natural_soil;18-07-2021;9150;Bøg på kalk
MFD06795;MFD06795;soil;55.393776;9.850205;natural_soil;18-07-2021;7230;Rigkær
MFD06798;MFD06798;soil;55.377735;11.562704;natural_soil;14-07-2021;91E0;Elle- og askeskov
MFD06800;MFD06800;soil;56.2241514;10.56600357;natural_soil;15-06-2022;7140;Hængesæk
MFD06801;MFD06801;soil;55.094817;15.102079;natural_soil;04-07-2021;8220;Indlandsklippe
MFD06802;MFD06802;soil;55.109705;14.901748;natural_soil;08-07-2021;8220;Indlandsklippe
MFD06803;MFD06803;soil;55.334503;11.685757;natural_soil;14-07-2021;6410;Tidvis våd eng
MFD06804;MFD06804;Soil;55.95951837;12.15427966;natural_soil;02-06-2022;7230;Rigkær
MFD06805;MFD06805;soil;54.740091;10.699441;natural_soil;22-07-2021;6210;Kalkoverdrev
MFD06806;MFD06806;Soil;56.08506928;12.40629801;natural_soil;16-05-2022;9190;Stilkege-krat
MFD06807;MFD06807;soil;54.85364;10.731064;natural_soil;21-07-2021;7007;Pilekrat
MFD06808;MFD06808;soil;55.380884;12.270621;natural_soil;13-07-2021;7230;Rigkær
MFD06809;MFD06809;water;55.129641;14.94025;natural_soil;08-07-2021;7210;Avneknippemose
MFD10112;MFD10112;Soil;56.16968258;10.12584848;natural_soil;14-06-2022;9100;Skov
MFD10113;MFD10113;soil;56.22162665;10.53657601;natural_soil;15-06-2022;6230;Surt overdrev
MFD10114;MFD10114;Soil;56.15261933;10.1381147;natural_soil;14-06-2022;9100;Skov
MFD10116;MFD10116;soil;56.23407396;10.56890371;natural_soil;15-06-2022;6200;Overdrev
MFD10117;MFD10117;soil;56.22185714;10.53746986;natural_soil;15-06-2022;6230;Surt overdrev
MFD10118;MFD10118;Soil;56.1393878;10.15589767;natural_soil;14-06-2022;9100;Skov
MFD10119;MFD10119;Soil;56.22757156;10.17183571;natural_soil;15-06-2022;9100;Skov
MFD10120;MFD10120;soil;56.23046241;10.54390079;natural_soil;15-06-2022;6230;Surt overdrev
MFD10121;MFD10121;soil;56.22283947;10.54830121;natural_soil;15-06-2022;6230;Surt overdrev
MFD10122;MFD10122;Soil;56.16917569;10.12169699;natural_soil;14-06-2022;9100;Skov
MFD10124;MFD10124;Soil;56.18447572;10.1787862;natural_soil;16-06-2022;9100;Skov
MFD10125;MFD10125;soil;56.22980116;10.54324627;natural_soil;15-06-2022;6230;Surt overdrev
MFD10128;MFD10128;soil;56.2293223;10.54297346;natural_soil;15-06-2022;6230;Surt overdrev
MFD10132;MFD10132;soil;56.22538185;10.54696889;natural_soil;15-06-2022;6230;Surt overdrev
MFD10133;MFD10133;Soil;56.20092863;10.20329319;natural_soil;15-06-2022;9100;Skov
MFD10135;MFD10135;Soil;56.18197228;10.16064266;natural_soil;14-06-2022;9100;Skov
MFD10136;MFD10136;Soil;56.14047627;10.15913116;natural_soil;14-06-2022;9100;Skov
MFD10138;MFD10138;Soil;56.16947265;10.12657086;natural_soil;14-06-2022;9100;Skov
MFD10139;MFD10139;soil;56.23404931;10.56899495;natural_soil;15-06-2022;6200;Overdrev
MFD10140;MFD10140;Soil;56.22627685;10.17546554;natural_soil;15-06-2022;9100;Skov
MFD10142;MFD10142;soil;56.2217281;10.53808714;natural_soil;15-06-2022;6230;Surt overdrev
MFD10143;MFD10143;Soil;56.16894493;10.12126313;natural_soil;14-06-2022;9100;Skov
MFD10144;MFD10144;soil;56.23038585;10.54294741;natural_soil;15-06-2022;6230;Surt overdrev
MFD10145;MFD10145;soil;56.22320853;10.54749856;natural_soil;15-06-2022;6230;Surt overdrev
MFD10146;MFD10146;Soil;56.17295378;10.14382884;natural_soil;14-06-2022;9100;Skov
MFD10147;MFD10147;Soil;56.139791;10.15904079;natural_soil;14-06-2022;9100;Skov
MFD10148;MFD10148;Soil;56.21172975;10.20542362;natural_soil;15-06-2022;9100;Skov
MFD10150;MFD10150;Soil;56.2117172;10.20443249;natural_soil;15-06-2022;9100;Skov
MFD10152;MFD10152;Soil;56.14001232;10.15941719;natural_soil;14-06-2022;9100;Skov
MFD10153;MFD10153;Soil;56.18470403;10.17969732;natural_soil;16-06-2022;9100;Skov
MFD10154;MFD10154;Soil;56.17934886;10.15938297;natural_soil;14-06-2022;9100;Skov
MFD10155;MFD10155;Soil;56.21155146;10.20507617;natural_soil;15-06-2022;9100;Skov
MFD10157;MFD10157;soil;56.22942711;10.54295818;natural_soil;15-06-2022;6230;Surt overdrev
