study	submitted_id	internal_lib_name	genome_acc	wgs_acc	biosample	ncbi_taxonomy
PRJNA1071982	MFD03044_ilm_asm_bin8	LIB-MJ167-G7_02.8	GCA_049688815.1	JBAVLH000000000	SAMN40008681	Gallionella sp.
PRJNA1071982	MFD03092_ilm_asm_bin35	LIB-MJ140-E2_02.35	GCA_049692075.1	JBAVOM000000000	SAMN40008598	Gallionella sp.
PRJNA1071982	MFD03636_ilm_asm_bin10	LIB-MJ132-F5_03.10	GCA_049696755.1	JBAVUL000000000	SAMN40008443	Gallionella sp.
PRJNA1071982	MFD03895_ilm_asm_bin4	LIB-MJ139-G9_01.4	GCA_049693175.1	JBAVPP000000000	SAMN40008569	Gallionella sp.
PRJNA1071982	MFD02832_ilm_asm_bin3	LIB-MJ280-F11_02.3	GCA_049685855.1	JBAVHL000000000	SAMN40009639	Gallionella sp.
PRJNA1071982	MFD06949_ilm_asm_bin1	LIB-MJ282-F2_03.1	GCA_049684555.1	JBAVGB000000000	SAMN40009675	Gallionella sp.
PRJNA1071982	MFD06487_ilm_asm_bin4	LIB-MJ341-E6_02_v_LIB-MJ367-E6_04.4	GCA_049799335.1	JBARHR000000000	SAMN40010952	Gallionella sp.
PRJNA1071982	MFD06063_ilm_asm_bin7	LIB-MJ341-F5_02_v_LIB-MJ406-C2_04.7	GCA_049799235.1	JBARHM000000000	SAMN40010957	Gallionella sp.
PRJNA1071982	MFD06091_ilm_asm_bin5	LIB-MJ339-C7_03.5	GCA_049801395.1	JBARKL000000000	SAMN40010880	Gallionellaceae bacterium
PRJNA1071982	MFD05931_ilm_asm_bin2	LIB-MJ255-D11_02.2	GCA_049582805.1	JBAUUR000000000	SAMN40009472	Gallionellaceae bacterium
PRJNA1071982	MFD02923_ilm_asm_bin49	LIB-MJ256-H7_03.49	GCA_049581805.1	JBAUSR000000000	SAMN40009524	Gammaproteobacteria bacterium
PRJNA1071982	MFD02923_ilm_asm_bin22	LIB-MJ256-H7_03.22	GCA_049581885.1	JBAUSV000000000	SAMN40009520	Gammaproteobacteria bacterium
PRJNA1071982	MFD05722_ilm_asm_bin35	LIB-MJ177-D8_03.35	GCA_049591455.1	JBAWFA000000000	SAMN40008802	Gammaproteobacteria bacterium
PRJNA1071982	MFD05722_ilm_asm_bin28	LIB-MJ177-D8_03.28	GCA_049591615.1	JBAWFD000000000	SAMN40008799	Gammaproteobacteria bacterium
PRJNA1071982	MFD06726_ilm_asm_bin7	LIB-MJ343-D1_01.7	GCA_049797475.1	JBARFR000000000	SAMN40011004	Gammaproteobacteria bacterium
PRJNA1071982	MFD13042_ilm_asm_bin13	LIB-MJ380-F7_03.13	GCA_049678805.1	JBAUEV000000000	SAMN40011283	Gammaproteobacteria bacterium
PRJNA1071982	MFD09722_ilm_asm_bin5	LIB-MJ354-D11_04.5	GCA_049680065.1	JBAUHC000000000	SAMN40011224	Gammaproteobacteria bacterium
PRJNA1071982	MFD10226_ilm_asm_bin27	LIB-MJ283-A5_04.27	GCA_049669785.1	JBATKV000000000	SAMN40009697	Gammaproteobacteria bacterium
PRJNA1071982	MFD10280_ilm_asm_bin23	LIB-MJ283-A12_04_v_LIB-MJ415-C7_04.23	GCA_049670005.1	JBATLC000000000	SAMN40009690	Gammaproteobacteria bacterium
PRJNA1071982	MFD10235_ilm_asm_bin5	LIB-MJ283-B6_04.5	GCA_049669065.1	JBATKC000000000	SAMN40009716	Gammaproteobacteria bacterium
PRJNA1071982	MFD10235_ilm_asm_bin42	LIB-MJ283-B6_04.42	GCA_049669125.1	JBATKD000000000	SAMN40009715	Gammaproteobacteria bacterium
PRJNA1071982	MFD10255_ilm_asm_bin16	LIB-MJ283-F8_04.16	GCA_049668065.1	JBATIX000000000	SAMN40009747	Gammaproteobacteria bacterium
PRJNA1071982	MFD10224_ilm_asm_bin2	LIB-MJ283-G4_04.2	GCA_049667845.1	JBATIS000000000	SAMN40009752	Gammaproteobacteria bacterium
PRJNA1071982	MFD10247_ilm_asm_bin10	LIB-MJ283-F7_04.10	GCA_049668145.1	JBATIZ000000000	SAMN40009745	Gammaproteobacteria bacterium
PRJNA1071982	MFD10206_ilm_asm_bin2	LIB-MJ283-C2_04.2	GCA_049668745.1	JBATJV000000000	SAMN40009723	Gammaproteobacteria bacterium
PRJNA1071982	MFD10244_ilm_asm_bin13	LIB-MJ283-C7_04.13	GCA_049668705.1	JBATJS000000000	SAMN40009726	Gammaproteobacteria bacterium
PRJNA1071982	MFD10239_ilm_asm_bin5	LIB-MJ283-F6_04.5	GCA_049668205.1	JBATJA000000000	SAMN40009744	Gammaproteobacteria bacterium
PRJNA1071982	MFD10246_ilm_asm_bin8	LIB-MJ283-E7_04.8	GCA_049668345.1	JBATJF000000000	SAMN40009739	Gammaproteobacteria bacterium
PRJNA1071982	MFD10215_ilm_asm_bin6	LIB-MJ283-E3_04.6	GCA_049668485.1	JBATJM000000000	SAMN40009732	Gammaproteobacteria bacterium
PRJNA1071982	MFD10301_ilm_asm_bin16	LIB-MJ284-B3_03.16	GCA_049666625.1	JBATHJ000000000	SAMN40009787	Gammaproteobacteria bacterium
PRJNA1071982	MFD10306_ilm_asm_bin4	LIB-MJ284-A4_03.4	GCA_049666865.1	JBATHM000000000	SAMN40009784	Gammaproteobacteria bacterium
PRJNA1071982	MFD10264_ilm_asm_bin30	LIB-MJ283-G9_04.30	GCA_049667685.1	JBATIK000000000	SAMN40009760	Gammaproteobacteria bacterium
PRJNA1071982	MFD10279_ilm_asm_bin30	LIB-MJ283-H11_04_v_LIB-MJ415-B7_04.30	GCA_049667605.1	JBATIF000000000	SAMN40009765	Gammaproteobacteria bacterium
PRJNA1071982	MFD10279_ilm_asm_bin28	LIB-MJ283-H11_04_v_LIB-MJ415-B7_04.28	GCA_049667585.1	JBATIG000000000	SAMN40009764	Gammaproteobacteria bacterium
PRJNA1071982	MFD10225_ilm_asm_bin5	LIB-MJ283-H4_04.5	GCA_049667385.1	JBATHZ000000000	SAMN40009771	Gammaproteobacteria bacterium
PRJNA1071982	MFD10337_ilm_asm_bin18	LIB-MJ284-H7_03.18	GCA_049664445.1	JBATFE000000000	SAMN40009844	Gammaproteobacteria bacterium
PRJNA1071982	MFD10345_ilm_asm_bin26	LIB-MJ284-H8_03.26	GCA_049664305.1	JBATEZ000000000	SAMN40009849	Gammaproteobacteria bacterium
PRJNA1071982	MFD10350_ilm_asm_bin26	LIB-MJ284-E9_03.26	GCA_049665605.1	JBATGI000000000	SAMN40009814	Gammaproteobacteria bacterium
PRJNA1071982	MFD10350_ilm_asm_bin17	LIB-MJ284-E9_03.17	GCA_049665685.1	JBATGJ000000000	SAMN40009813	Gammaproteobacteria bacterium
PRJNA1071982	MFD10351_ilm_asm_bin13	LIB-MJ284-F9_03.13	GCA_049665425.1	JBATGD000000000	SAMN40009819	Gammaproteobacteria bacterium
PRJNA1071982	MFD10296_ilm_asm_bin25	LIB-MJ284-E2_03.25	GCA_049665725.1	JBATGL000000000	SAMN40009811	Gammaproteobacteria bacterium
PRJNA1071982	MFD10348_ilm_asm_bin32	LIB-MJ284-C9_03.32	GCA_049666105.1	JBATGV000000000	SAMN40009801	Gammaproteobacteria bacterium
PRJNA1071982	MFD10361_ilm_asm_bin2	LIB-MJ284-B11_03.2	GCA_049666745.1	JBATHL000000000	SAMN40009785	Gammaproteobacteria bacterium
PRJNA1071982	MFD05464_ilm_asm_bin16	LIB-MJ172-B5_04.16	GCA_049688075.1	JBAVKA000000000	SAMN40008714	Gammaproteobacteria bacterium
PRJNA1071982	MFD01067_ilm_asm_bin14	LIB-MJ110-B3_04_v_LIB-MJ415-G1_04.14	GCA_049698775.1	JBAVYM000000000	SAMN40008338	Gammaproteobacteria bacterium
PRJNA1071982	MFD12021_ilm_asm_bin3	LIB-MJ335-B1_02.3	GCA_049303075.1	JBAQMT000000000	SAMN40010698	Gammaproteobacteria bacterium
PRJNA1071982	MFD12018_ilm_asm_bin15	LIB-MJ334-B12_01.15	GCA_049294295.1	JBAQCP000000000	SAMN40010362	Gammaproteobacteria bacterium
PRJNA1071982	MFD01233_ilm_asm_bin41	LIB-MJ091-A10_03.41	GCA_049282355.1	JBAPTW000000000	SAMN40007796	Gammaproteobacteria bacterium
PRJNA1071982	MFD10518_ilm_asm_bin32	LIB-MJ305-F8_04.32	GCA_049290495.1	JBATNV000000000	SAMN40010125	Gammaproteobacteria bacterium
PRJNA1071982	MFD12159_ilm_asm_bin39	LIB-MJ389-C5_03.39	GCA_049647885.1	JBARYN000000000	SAMN40011714	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD12125_ilm_asm_bin24	LIB-MJ390-B4_03.24	GCA_049645785.1	JBARUN000000000	SAMN40011818	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD12171_ilm_asm_bin5	LIB-MJ386-H4_04.5	GCA_049671205.1	JBATUP000000000	SAMN40011549	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD12175_ilm_asm_bin14	LIB-MJ386-A11_04.14	GCA_049673475.1	JBATXS000000000	SAMN40011468	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD03259_ilm_asm_bin6	LIB-MJ354-G6_04_v_LIB-MJ403-H3_03.6	GCA_049679605.1	JBAUGI000000000	SAMN40011244	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD03253_ilm_asm_bin15	LIB-MJ354-B9_04_v_LIB-MJ403-B5_03.15	GCA_049680605.1	JBAUIC000000000	SAMN40011198	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD03258_ilm_asm_bin3	LIB-MJ353-G1_03.3	GCA_049790515.1	JBAQZA000000000	SAMN40011178	Geitlerinemataceae cyanobacterium
PRJNA1071982	MFD06569_ilm_asm_bin2	LIB-MJ345-F2_01.2	GCA_049795335.1	JBARDR000000000	SAMN40011056	Gelidibacter sp.
PRJNA1071982	MFD10500_ilm_asm_bin22	LIB-MJ305-D6_04.22	GCA_049292515.1	JBATRI000000000	SAMN40010034	Geminicoccaceae bacterium
PRJNA1071982	MFD01866_ilm_asm_bin16	LIB-MJ177-C8_03.16	GCA_049591755.1	JBAWFI000000000	SAMN40008794	Gemmatimonadaceae bacterium
PRJNA1071982	MFD03296_ilm_asm_bin2	LIB-MJ354-C7_04.2	GCA_049680185.1	JBAUHI000000000	SAMN40011218	Gemmatimonadales bacterium
PRJNA1071982	MFD10351_ilm_asm_bin10	LIB-MJ284-F9_03.10	GCA_049665475.1	JBATGE000000000	SAMN40009818	Gemmatimonadota bacterium
PRJNA1071982	MFD10222_ilm_asm_bin16	LIB-MJ283-E4_04.16	GCA_049668445.1	JBATJK000000000	SAMN40009734	Gemmatimonadota bacterium
PRJNA1071982	MFD10254_ilm_asm_bin17	LIB-MJ283-E8_04.17	GCA_049668325.1	JBATJE000000000	SAMN40009740	Gemmatimonadota bacterium
PRJNA1071982	MFD10592_ilm_asm_bin24	LIB-MJ334-H6_01.24	GCA_049304975.1	JBAQOR000000000	SAMN40010647	Gemmiger qucibialis
PRJNA1071982	MFD10568_ilm_asm_bin11	LIB-MJ334-H3_01.11	GCA_049305335.1	JBAQPA000000000	SAMN40010638	Gemmiger qucibialis
PRJNA1071982	MFD10538_ilm_asm_bin1	LIB-MJ305-D11_04.1	GCA_049293175.1	JBATSG000000000	SAMN40010010	Gemmiger qucibialis
PRJNA1071982	MFD10532_ilm_asm_bin5	LIB-MJ305-E10_04.5	GCA_049292055.1	JBATQN000000000	SAMN40010055	Gemmiger qucibialis
PRJNA1071982	MFD10540_ilm_asm_bin31	LIB-MJ305-F11_04.31	GCA_049291175.1	JBATOX000000000	SAMN40010097	Gemmiger qucibialis
PRJNA1071982	MFD10583_ilm_asm_bin31	LIB-MJ334-G5_01.31	GCA_049295155.1	JBAQQJ000000000	SAMN40010603	Gemmiger qucibialis
PRJNA1071982	MFD10582_ilm_asm_bin13	LIB-MJ334-F5_01.13	GCA_049296435.1	JBAQSL000000000	SAMN40010549	Gemmiger qucibialis
PRJNA1071982	MFD10560_ilm_asm_bin10	LIB-MJ334-F2_01.10	GCA_049296675.1	JBAQSW000000000	SAMN40010538	Gemmiger qucibialis
PRJNA1071982	MFD10574_ilm_asm_bin41	LIB-MJ334-F4_01.41	GCA_049296475.1	JBAQSN000000000	SAMN40010547	Gemmiger qucibialis
PRJNA1071982	MFD10575_ilm_asm_bin21	LIB-MJ334-G4_01.21	GCA_049295475.1	JBAQQS000000000	SAMN40010594	Gemmiger qucibialis
PRJNA1071982	MFD10590_ilm_asm_bin34	LIB-MJ334-F6_01.34	GCA_049296235.1	JBAQSC000000000	SAMN40010558	Gemmiger qucibialis
PRJNA1071982	MFD10572_ilm_asm_bin19	LIB-MJ334-D4_01.19	GCA_049298555.1	JBAQVV000000000	SAMN40010461	Gemmiger qucibialis
PRJNA1071982	MFD10571_ilm_asm_bin20	LIB-MJ334-C4_01.20	GCA_049299575.1	JBAQXP000000000	SAMN40010415	Gemmiger qucibialis
PRJNA1071982	MFD10579_ilm_asm_bin28	LIB-MJ334-C5_01.28	GCA_049299455.1	JBAQXK000000000	SAMN40010420	Gemmiger qucibialis
PRJNA1071982	MFD10587_ilm_asm_bin13	LIB-MJ334-C6_01.13	GCA_049299315.1	JBAQXG000000000	SAMN40010424	Gemmiger qucibialis
PRJNA1071982	MFD10588_ilm_asm_bin7	LIB-MJ334-D6_01.7	GCA_049297935.1	JBAQVF000000000	SAMN40010477	Gemmiger qucibialis
PRJNA1071982	MFD10581_ilm_asm_bin13	LIB-MJ334-E5_01.13	GCA_049297135.1	JBAQTT000000000	SAMN40010515	Gemmiger qucibialis
PRJNA1071982	MFD10589_ilm_asm_bin19	LIB-MJ334-E6_01.19	GCA_049296955.1	JBAQTJ000000000	SAMN40010525	Gemmiger qucibialis
PRJNA1071982	MFD10573_ilm_asm_bin33	LIB-MJ334-E4_01.33	GCA_049297195.1	JBAQTV000000000	SAMN40010513	Gemmiger qucibialis
PRJNA1071982	MFD10533_ilm_asm_bin13	LIB-MJ305-G10_04.13	GCA_049290375.1	JBATNN000000000	SAMN40010133	Gemmiger qucibialis
PRJNA1071982	MFD10534_ilm_asm_bin46	LIB-MJ305-H10_04.46	GCA_049289675.1	JBATME000000000	SAMN40010168	Gemmiger qucibialis
PRJNA1071982	MFD10542_ilm_asm_bin3	LIB-MJ305-H11_04.3	GCA_049289535.1	JBATLY000000000	SAMN40010174	Gemmiger qucibialis
PRJNA1071982	MFD10547_ilm_asm_bin26	LIB-MJ334-A1_01.26	GCA_049287425.1	JBAQFU000000000	SAMN40010279	Gemmiger qucibialis
PRJNA1071982	MFD10563_ilm_asm_bin16	LIB-MJ334-A3_01.16	GCA_049286625.1	JBAQEG000000000	SAMN40010319	Gemmiger qucibialis
PRJNA1071982	MFD10569_ilm_asm_bin19	LIB-MJ334-A4_01.19	GCA_049286525.1	JBAQEB000000000	SAMN40010324	Gemmiger qucibialis
PRJNA1071982	MFD10585_ilm_asm_bin8	LIB-MJ334-A6_01.8	GCA_049286365.1	JBAQDO000000000	SAMN40010337	Gemmiger qucibialis
PRJNA1071982	MFD10530_ilm_asm_bin35	LIB-MJ305-B10_04.35	GCA_049662685.1	JBATCC000000000	SAMN40009924	Gemmiger qucibialis
PRJNA1071982	MFD10536_ilm_asm_bin35	LIB-MJ305-B11_04.35	GCA_049662485.1	JBATBS000000000	SAMN40009934	Gemmiger qucibialis
PRJNA1071982	MFD10537_ilm_asm_bin40	LIB-MJ305-C11_04.40	GCA_049661505.1	JBATAE000000000	SAMN40009974	Gemmiger qucibialis
PRJNA1071982	MFD00206_ilm_asm_bin1	LIB-MJ055-G6_04.1	GCA_049283815.1	JBAPWS000000000	SAMN40007722	Gemmobacter sp.
PRJNA1071982	MFD12071_ilm_asm_bin1	LIB-MJ335-F7_02.1	GCA_049301475.1	JBAQKZ000000000	SAMN40010744	Geobacteraceae bacterium
PRJNA1071982	MFD02923_ilm_asm_bin46	LIB-MJ256-H7_03.46	GCA_049581825.1	JBAUSS000000000	SAMN40009523	Geobacteraceae bacterium
PRJNA1071982	MFD12902_ilm_asm_bin13	LIB-MJ413-G6_01.13	GCA_049276455.1	JBASWL000000000	SAMN40012471	Georgfuchsia sp.
PRJNA1071982	MFD10516_ilm_asm_bin30	LIB-MJ305-D8_04.30	GCA_049292215.1	JBATQW000000000	SAMN40010046	Geothrix sp.
PRJNA1071982	MFD12220_ilm_asm_bin31	LIB-MJ389-D6_03.31	GCA_049647525.1	JBARXV000000000	SAMN40011732	Giesbergeria sp.
PRJNA1071982	MFD10476_ilm_asm_bin23	LIB-MJ305-B3_04.23	GCA_049662345.1	JBATBK000000000	SAMN40009942	Giesbergeria sp.
PRJNA1071982	MFD10525_ilm_asm_bin32	LIB-MJ305-E9_04.32	GCA_049291355.1	JBATPF000000000	SAMN40010089	Giesbergeria sp.
PRJNA1071982	MFD01646_ilm_asm_bin8	LIB-MJ138-F11_03.8	GCA_049694135.1	JBAVQO000000000	SAMN40008544	Gillisia sp.
PRJNA1071982	MFD12154_ilm_asm_bin10	LIB-MJ388-H1_02.10	GCA_049650345.1	JBARZY000000000	SAMN40011677	Glaciecola sp.
PRJNA1071982	MFD02237_ilm_asm_bin13	LIB-MJ256-G6_03.13	GCA_049582005.1	JBAUTB000000000	SAMN40009514	Gloeobacterales cyanobacterium
PRJNA1071982	MFD00222_ilm_asm_bin9	LIB-MJ044-H6_03.9	GCA_049285975.1	JBAQAZ000000000	SAMN40007611	Glutamicibacter protophormiae
PRJNA1071982	MFD10577_ilm_asm_bin14	LIB-MJ334-A5_01.14	GCA_049294915.1	JBAQDX000000000	SAMN40010328	Gordonia amarae
PRJNA1071982	MFD10595_ilm_asm_bin31	LIB-MJ334-C7_01.31	GCA_049299075.1	JBAQWU000000000	SAMN40010436	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12186_ilm_asm_bin25	LIB-MJ388-G9_02.25	GCA_049650425.1	JBASAC000000000	SAMN40011673	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12186_ilm_asm_bin4	LIB-MJ388-G9_02.4	GCA_049650405.1	JBASAB000000000	SAMN40011674	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12209_ilm_asm_bin13	LIB-MJ388-C4_02.13	GCA_049651225.1	JBASBQ000000000	SAMN40011632	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12216_ilm_asm_bin10	LIB-MJ389-D2_03.10	GCA_049647785.1	JBARYI000000000	SAMN40011719	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12187_ilm_asm_bin10	LIB-MJ389-G6_03.10	GCA_049646685.1	JBARWH000000000	SAMN40011772	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12214_ilm_asm_bin19	LIB-MJ386-A9_04.19	GCA_049673085.1	JBATXF000000000	SAMN40011481	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12222_ilm_asm_bin6	LIB-MJ386-C6_04.6	GCA_049672185.1	JBATVY000000000	SAMN40011514	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD12215_ilm_asm_bin3	LIB-MJ386-F8_04.3	GCA_049671685.1	JBATVI000000000	SAMN40011530	Gordonia sp. (in: high G+C Gram-positive bacteria)
PRJNA1071982	MFD05654_ilm_asm_bin7	LIB-MJ194-B3_04.7	GCA_049589095.1	JBAWAC000000000	SAMN40008930	Haladaptatus sp.
PRJNA1071982	MFD13457_ilm_asm_bin28	LIB-MJ413-F11_01.28	GCA_049652105.1	JBASDJ000000000	SAMN40012352	Halanaerobiales bacterium
PRJNA1071982	MFD13480_ilm_asm_bin9	LIB-MJ413-E8_01.9	GCA_049652585.1	JBASEL000000000	SAMN40012324	Halanaerobiales bacterium
PRJNA1071982	MFD13465_ilm_asm_bin13	LIB-MJ413-E10_01.13	GCA_049653685.1	JBASGT000000000	SAMN40012262	Halanaerobiales bacterium
PRJNA1071982	MFD13475_ilm_asm_bin13	LIB-MJ413-B9_01.13	GCA_049656745.1	JBASMG000000000	SAMN40012119	Halanaerobiales bacterium
PRJNA1071982	MFD13474_ilm_asm_bin32	LIB-MJ413-C9_01.32	GCA_049655585.1	JBASKA000000000	SAMN40012177	Halanaerobiales bacterium
PRJNA1071982	MFD13463_ilm_asm_bin3	LIB-MJ413-H10_01.3	GCA_049275495.1	JBASUQ000000000	SAMN40012518	Halanaerobiales bacterium
PRJNA1071982	MFD13485_ilm_asm_bin17	LIB-MJ413-H7_01.17	GCA_049274645.1	JBASTB000000000	SAMN40012559	Halanaerobiales bacterium
PRJNA1071982	MFD12175_ilm_asm_bin12	LIB-MJ386-A11_04.12	GCA_049673525.1	JBATXT000000000	SAMN40011467	Halarcobacter sp.
PRJNA1071982	MFD01233_ilm_asm_bin31	LIB-MJ091-A10_03.31	GCA_049282395.1	JBAPTY000000000	SAMN40007794	Halobacillus sp.
PRJNA1071982	MFD01219_ilm_asm_bin6	LIB-MJ091-B7_03.6	GCA_049282115.1	JBAPTK000000000	SAMN40007808	Halobacillus sp.
PRJNA1071982	MFD00111_ilm_asm_bin6	LIB-MJ055-A6_04.6	GCA_049284115.1	JBAPXH000000000	SAMN40007707	Halobacteriota archaeon
PRJNA1071982	MFD06995_ilm_asm_bin17	LIB-MJ307-H11_01.17	GCA_049287525.1	JBAQFZ000000000	SAMN40010274	Halobacteriota archaeon
PRJNA1071982	MFD00613_ilm_asm_bin2	LIB-MJ106-D8_01_v_LIB-MJ409-A9_01.2	GCA_049279475.1	JBAPOE000000000	SAMN40007944	Halobacteriota archaeon
PRJNA1071982	MFD01231_ilm_asm_bin9	LIB-MJ106-D6_01.9	GCA_049279515.1	JBAPOG000000000	SAMN40007942	Halobacteriota archaeon
PRJNA1071982	MFD02755_ilm_asm_bin1	LIB-MJ110-B8_04_v_LIB-MJ415-E2_04.1	GCA_049698735.1	JBAVYI000000000	SAMN40008342	Halobacteriota archaeon
PRJNA1071982	MFD02725_ilm_asm_bin4	LIB-MJ129-F11_02.4	GCA_049698195.1	JBAVXF000000000	SAMN40008371	Halobacteriota archaeon
PRJNA1071982	MFD05580_ilm_asm_bin1	LIB-MJ173-A9_01.1	GCA_049687835.1	JBAVJP000000000	SAMN40008725	Halobacteriota archaeon
PRJNA1071982	MFD03772_ilm_asm_bin7	LIB-MJ146-C12_01.7	GCA_049691415.1	JBAVNV000000000	SAMN40008615	Halobacteriota archaeon
PRJNA1071982	MFD03021_ilm_asm_bin5	LIB-MJ145-E7_01.5	GCA_049691515.1	JBAVNX000000000	SAMN40008613	Halobacteriota archaeon
PRJNA1071982	MFD12987_ilm_asm_bin5	LIB-MJ380-D8_03.5	GCA_049678905.1	JBAUFA000000000	SAMN40011278	Halobacteriota archaeon
PRJNA1071982	MFD12966_ilm_asm_bin2	LIB-MJ387-F5_01.2	GCA_049683895.1	JBAUJP000000000	SAMN40011594	Halobacteriota archaeon
PRJNA1071982	MFD13433_ilm_asm_bin65	LIB-MJ390-D8_03.65	GCA_049643925.1	JBARQX000000000	SAMN40011912	Halobacteriota archaeon
PRJNA1071982	MFD13431_ilm_asm_bin1	LIB-MJ390-F8_03.1	GCA_049642765.1	JBARPD000000000	SAMN40011958	Halobacteriota archaeon
PRJNA1071982	MFD12922_ilm_asm_bin31	LIB-MJ389-F5_03.31	GCA_049647145.1	JBARXD000000000	SAMN40011750	Halobacteriota archaeon
PRJNA1071982	MFD04492_ilm_asm_bin7	LIB-MJ227-E5_02.7	GCA_049587395.1	JBAVDV000000000	SAMN40009239	Halobacteriota archaeon
PRJNA1071982	MFD09357_ilm_asm_bin23	LIB-MJ255-C4_02_v_LIB-MJ405-B9_01.23	GCA_049582945.1	JBAUUY000000000	SAMN40009465	Halobacteriota archaeon
PRJNA1071982	MFD09680_ilm_asm_bin26	LIB-MJ196-E11_02.26	GCA_049579905.1	JBAUOU000000000	SAMN40009001	Halobacteriota archaeon
PRJNA1071982	MFD04544_ilm_asm_bin8	LIB-MJ201-B8_03.8	GCA_049578125.1	JBAULJ000000000	SAMN40009090	Halobacteriota archaeon
PRJNA1071982	MFD12162_ilm_asm_bin33	LIB-MJ386-B10_04.33	GCA_049672945.1	JBATWY000000000	SAMN40011488	Haloferula sp.
PRJNA1071982	MFD10548_ilm_asm_bin1	LIB-MJ334-B1_01.1	GCA_049294615.1	JBAQDB000000000	SAMN40010350	Halopseudomonas yangmingensis
PRJNA1071982	MFD12149_ilm_asm_bin5	LIB-MJ389-B10_03.5	GCA_049649345.1	JBARZC000000000	SAMN40011699	Henriciella sp.
PRJNA1071982	MFD03604_ilm_asm_bin13	LIB-MJ109-D1_01.13	GCA_049278475.1	JBAPMF000000000	SAMN40007995	Herbaspirillum sp.
PRJNA1071982	MFD10518_ilm_asm_bin44	LIB-MJ305-F8_04.44	GCA_049290515.1	JBATNT000000000	SAMN40010127	Holophaga sp.
PRJNA1071982	MFD12015_ilm_asm_bin23	LIB-MJ334-G11_01.23	GCA_049295595.1	JBAQQY000000000	SAMN40010588	Hydrogenophaga sp.
PRJNA1071982	MFD12183_ilm_asm_bin1	LIB-MJ388-H8_02.1	GCA_049649935.1	JBARZJ000000000	SAMN40011692	Hyphomicrobiaceae bacterium
PRJNA1071982	MFD02318_ilm_asm_bin1	LIB-MJ108-A4_02.1	GCA_049278815.1	JBAPMW000000000	SAMN40007978	Hyphomicrobiaceae bacterium
PRJNA1071982	MFD03312_ilm_asm_bin4	LIB-MJ105-D5_01_v_LIB-MJ367-D5_04.4	GCA_049280135.1	JBAPPN000000000	SAMN40007909	Hyphomicrobiaceae bacterium
PRJNA1071982	MFD09323_ilm_asm_bin20	LIB-MJ201-D11_03.20	GCA_049578065.1	JBAULG000000000	SAMN40009093	Hyphomicrobium sp.
PRJNA1071982	MFD10514_ilm_asm_bin45	LIB-MJ305-B8_04.45	GCA_049661865.1	JBATAO000000000	SAMN40009964	Hyphomicrobium sp.
PRJNA1071982	MFD03279_ilm_asm_bin25	LIB-MJ334-H7_01.25	GCA_049304575.1	JBAQOG000000000	SAMN40010658	Ideonella sp.
PRJNA1071982	MFD10464_ilm_asm_bin21	LIB-MJ305-F1_04.21	GCA_049291255.1	JBATPB000000000	SAMN40010093	Ignavibacteria bacterium
PRJNA1071982	MFD10470_ilm_asm_bin1	LIB-MJ305-D2_04.1	GCA_049293015.1	JBATSB000000000	SAMN40010015	Ignavibacteria bacterium
PRJNA1071982	MFD10522_ilm_asm_bin12	LIB-MJ305-B9_04.12	GCA_049661845.1	JBATAN000000000	SAMN40009965	Ignavibacteria bacterium
PRJNA1071982	MFD10536_ilm_asm_bin5	LIB-MJ305-B11_04.5	GCA_049662445.1	JBATBR000000000	SAMN40009935	Ignavibacteria bacterium
PRJNA1071982	MFD13450_ilm_asm_bin6	LIB-MJ390-C6_03.6	GCA_049644965.1	JBARSY000000000	SAMN40011859	Ignavibacteria bacterium
PRJNA1071982	MFD02138_ilm_asm_bin44	LIB-MJ259-G6_04.44	GCA_049580805.1	JBAUQR000000000	SAMN40009576	Ignavibacteriaceae bacterium
PRJNA1071982	MFD02923_ilm_asm_bin53	LIB-MJ256-H7_03.53	GCA_049581765.1	JBAUSP000000000	SAMN40009526	Ignavibacteriaceae bacterium
PRJNA1071982	MFD09702_ilm_asm_bin20	LIB-MJ254-E8_02.20	GCA_049583655.1	JBAUWH000000000	SAMN40009430	Ignavibacteriaceae bacterium
PRJNA1071982	MFD05552_ilm_asm_bin15	LIB-MJ194-H8_04.15	GCA_049588635.1	JBAVZG000000000	SAMN40008952	Ignavibacteriaceae bacterium
